nDocumento,documento,topico
2481,unit bag day late flight like 3rd time past coupl month free mile,6
2482,unit cours helpless everyon els,3
2483,unit 65 72 year old fli tokyo vacat bad knee happen cbcallinaday cbcnew,12
2484,unit anoth week pass hope would respons,3
2485,unit there reason take 710 day respond,16
2486,unit ye know question still case fail,17
2487,unit exitrow window shade approx 11 window rj145 lta frequent flyer,7
2488,unit excus leav minor spend night sob 9 hour plastic chair ua action terribl unit,16
2489,unit perhap could fix answerthi,3
2490,unit wife share dread experi dont pretend ua care young girl travel alon unit airlin,3
2491,unit jh go process refund wifi ask receipt never receiv email guy whack credit card,3
2492,unit dont post link articl verifi initi complaint 20 comment say thing harri,17
2493,unit break somehow make longer dont cut circul leg unfriendlyski,0
2494,unit peopl statu get buy upgd much less cost ahead premier earn confirm certif,3
2495,unit worst agent us ft lauderdal airport passeng stand line get statu alert amp still didnt make announc,2
2496,unit get free upgrad problem weve reserv mkwlkr,18
2497,unit regard flight coupl week ago im frustrat polici amp express,6
2498,unit thank reach seat hard enough cushion ok short flight btw ua6465 flight crew great,6
2499,unit surpris otherwis flight dont good feel airlin,3
2500,unit told lostyou guy dont know,17
2501,unit land day late flight almost sleep feel sorri woman consol who mother die night,2
2502,unit disappointedunit feed small children 5 amp half hour flight honolulu lo angel appal esp food waspaid,19
2503,unit fill airport part long day made longer,3
2504,unit ua6255 delay winnipeg plane frozen fail make connect ua1059 tightconnect denver,5
2505,unit delay 8 hour miss connect due mechan issu 1st flight rebook pleas call 9148445695,16
2506,unit know updat everi 6 hour tell dont know bag also equal irrit coltsmissingbag,3
2507,unit lightyear ahead secur control newark airport wast 40 preciou min w bad effici frighten,14
2508,unit 1627 montego bay go back gate bc 1person late flight aw servic came time,2
2509,unit right guy charg air breath next,19
2510,unit word sorri sorri plenti airlin travel lot,5
2511,unit delay unit gate agent borderlin rude ask flight statu question happen unit,6
2512,unit need speak supervisor someon will help use credit asap letsworktogeth,3
2513,unit give servic terribl wasnt forc use unit certain rout never would,3
2514,unit im check agent wouldnt tag bag 7am im stand line hell,2
2515,unit never go get gate rate,3
2516,unit get ridicul miss connect,3
2517,unit couldnt use confirm upgd cert gave bc decid sell anyon biz seat 299 bother give,8
2518,unit lock account need access book flight,6
2519,unit chanc troubleshoot check in flyyow 20 minut per person,2
2520,unit earth could close unit club atlanta major fail airport size,3
2521,unit lgaord ua 711 get agent name argument baggag polici,16
2522,unit ye staff rude unempathet need jacket tablet 4 got 11 u take carryon caus plane fulldont lose em,18
2523,unit monday even,6
2524,unit ticket counter master smf help,3
2525,unit baggag shannon never mind u work give back,13
2526,unit your listen lowest provid inflight wifi get time,3
2527,unit that funni email virginatlant found hadnt left lhr mean time stuck bag nyc,6
2528,unit biggest joke companyi never fli 3 day wait bag dont even know,13
2529,unit havent updat flight 4411 delay super frustrat,6
2530,unit go airlin loung w star allianc club card bcn told star allianc isnt accept,11
2531,unit u repli custom refund form unitedairlin,3
2532,unit ltltltltlt shoddi custom servic use whatsoev unitedairlin,3
2533,unit ltltltltltlt repli email,15
2534,unit 16 day sinc appli compens correspond,6
2535,unit submit custom care form jan 7th still respons littl longer 7 10 busi day,3
2536,unit laurasbrown5 clearli unit live stone age peopl dont need comput make site better tablet phone,3
2537,unit laurasbrown5 deal via email anyth crappi web form made mobil devic,3
2538,unit pgatour ntrustopen next thing know unit believ dot take court unit anticonsum,16
2539,unit pgatour ntrustopen read last hashtag go f unit make sens sinc f us cancel flightl ticket reserv,0
2540,unit gg8929 im sorri unit isnt abl keep word cuz total inadequ still say custom fault,3
2541,unit know bag knew 6 hour ago kill worst servic ever,2
2542,unit stop pretend care welfar daughter unit airlin opportun help n fail unit airlin,3
2543,unit receiv one previous 11th check odd said complaint associ email,15
2544,unit ok pretti sure wait see happen,6
2545,unit check trace inform got 2 number wrong phone number amp turquois duffl bag becom black laptop bag,17
2546,unit treat servic member like crap never fli unitedairlin cnn,3
2547,unit point upc code check baggag cant tell luggag vacat day 3 tri swimsuit,13
2548,unit sfogtbo nonstop flight competit price jetblu virgin 179 vs 324 ident time,9
2549,unit come baggag updat,13
2550,unit thank respons bag came long wait prioriti tag werent honor disappoint,3
2551,unit unitedairlin hit keep come unitedfail unitedwithivi,8
2552,unit hi jh ye pleas sinc lost almost whole day way could help chang return one day late flightr,2
2553,unit 3 hr search flt find 1 site amp cant book offer bc 1 seg isnt realli avail lie falseadvertis,6
2554,unit next flight dont think ill spend anymor money guy ever bad,17
2555,unit bag yet palm spring airport lax come beat bag,13
2556,unit couldnt chang tire delay ua1127 flight arriv instead wait board,2
2557,unit gener form ton field ask info alreadi expect premier platinum anoth servicefail,3
2558,unit wtf usernam andor email addr signin still unavail tri login sinc sunday,17
2559,unit want bag vital equip royal screw im cranki want updat,6
2560,unit flight 512 sime rudest flight attend run drink card flashlight drop noapolog,15
2561,unit disappoint silverairway partner commun 2 extrem late flight flight realli around horribl,2
2562,unit unless guy im good,17
2563,unit mile go restructur help silver statu brotha thought win guy today lol,5
2564,unit miss connect wrong citi bag palm spring hotel serious tire treat way,1
2565,unit bag werent lax like promis 9 10 thing today mess today,5
2566,unit dang thought teleport devic ua514,8
2567,unit still havent receiv respons pleas direct messag contact inform,16
2568,unit ive wait bag iah 45min theyr 4 freak peopl flight wait bag fix,5
2569,unit rtbgtiah 217 first class wife global servic headach due neighbor smoke e cigarett contact pl,0
2570,unit feder regul prohibit separ bagyet lose bag that okay,16
2571,unit tri check 40 min flight rather 45 min stonewal employe,6
2572,unit guy work plane,2
2573,unit almost major accid ua3710 pass inform us wait plane,2
2574,unit said go take time go know issu know wont fix,17
2575,unit 3 hour delay plu jetway wont move biz travel never fli u,3
2576,unit son passeng flight 3710 chicago toronto plane came within feet collid anoth plane stop,2
2577,unit ye airport person told bag still nashvil file claim 12,13
2578,unit ugh bag sent palm spring lax promis better hotel get,13
2579,unit direct messag didnt hear anyth back,13
2580,unit yup happen way often5 time last 12 month,6
2581,unit handl bag issu wouldnt put onto first place,17
2582,unit holiday lifetim new york ruin lost luggag fail find sinc sunday wontflyagainwithy,17
2583,unit golf bag didnt top cover staffer said couldnt check without type cover wrap forc leav bag,5
2584,unit offer real food american club like amaz food offer heathrow,17
2585,unit bag lost travel unit pleas someth,13
2586,unit stuck plane hour due mechan fault updat pleas happen way newark lhr,18
2587,unit flight 1114 unfortun isnt isol flightd incid havent wait less 20min year,6
2588,unit mention one bag infant car seat amp weve stuck yr poor replac ici mtn road,0
2589,unit ur hemispher magazin im open u make flight pleasant,17
2590,unit hard believ sinc staff sfo check someon name ritacomo flew ewr day,13
2591,unit late flight im tire understand edgi tri catch flight wasnt chipper def rude,2
2592,unit rude cust ser agent busi chat yell bc took pic put stdbi seat diff agent gave seat 30min late flightr platinum,2
2593,unit frequent user congrat u lost bag 20 year problem today staff rude still bag,3
2594,unit ye though locat bag yet love flight outsid,13
2595,unit wife phone sever time past 3 day result,8
2596,unit say custom care report anyon respons humili compani serv public,3
2597,unit unitedairlin feedback benefit correct atroci custom servic good know,3
2598,unit unitedairlin fill form never receiv respons expect remedi travel anoth airlin cancel flight member w u,3
2599,unit 1213ewrlax ua1151 seatarmrest broken discov takeoff flight fullfa file report chat partial refund,10
2600,unit told go know issu go find wont fix,17
2601,unit made way airport say wont fix handl show problem said go,16
2602,unit bother respond custom servic worst never use guy,3
2603,unit free hotel doesnt make poor custom servic disregard,3
2604,unit mess refus wait 10 min unit fault delay leav earli absolut disgust,6
2605,unit mechan delay occur houston earlier today flight ord,0
2606,unit thx check never got via phone hold hour long long wait hold ugh csfail,2
2607,unit els would know deni,3
2608,unit allow shadi 3rd parti servic sell ticket refus help custom who left hold bag flyunit,3
2609,unit hour phonehung onal want differ flight day open seat greatservic,17
2610,unit mainten issu undetermin amount time mechan even arriv,6
2611,unit annricord 85681 cost one round trip ticket,3
2612,unit cant go back airport im work wont time tell serious way,3
2613,unit 3875 denver suppos board right yet land,2
2614,unit ive 15 year ive never mani issu airlin,3
2615,unit haha that fine still wont fli unit ever seem like guy problem anyon els,3
2616,unit note travel w 2yr old unreal,16
2617,unit plane stay overnight next airport roc u make 10 min air instead wait u leav earli,2
2618,unit mechan issu caus delay connect plane ord need wait 10 min refus left earli instead wtf,6
2619,unit im one 757300 jfk laxwhen r u upgrad planesplan screenslousi seat that unitedfirst,12
